kind,arm,clock,n_target,shape,quantised,censoring_target,rho,b,check,calibration,variant,alpha,n_replicates,n_used,n_failed,n_failed_tau_only,rejection_rate,mc_se,mean_n_events,mean_n_segments,censoring_realised,mean_n_distinct_durations,mean_induced_lag1,fail_reason
size,A_iid_weibull,in_spec,20,0.75,False,0.03,,,c1_lewis_robinson,permutation,,0.05,2000,1999,1,0,0.05252626313156578,0.004989596721602033,20.613806903451724,1.0,0.04626672221450725,20.613806903451724,-0.05673598112273683,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,False,0.03,,,c2_anderson_darling,asymptotic,,0.05,2000,1999,1,0,0.0720360180090045,0.005782744601551137,20.613806903451724,1.0,0.04626672221450725,20.613806903451724,-0.05673598112273683,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,False,0.03,,,c2_anderson_darling,permutation,,0.05,2000,1999,1,0,0.04502251125562781,0.004637725370937833,20.613806903451724,1.0,0.04626672221450725,20.613806903451724,-0.05673598112273683,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,False,0.03,,,c5_rank_autocorr,permutation,studentized,0.05,2000,1999,1,0,0.05102551275637819,0.00492169345199202,20.613806903451724,1.0,0.04626672221450725,20.613806903451724,-0.05673598112273683,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,False,0.03,,,c5_rank_autocorr,permutation,unstudentized,0.05,2000,1999,1,0,0.05252626313156578,0.004989596721602033,20.613806903451724,1.0,0.04626672221450725,20.613806903451724,-0.05673598112273683,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,False,0.03,,,c6_exchangeability,permutation,,0.05,2000,1999,1,0,0.048024012006003,0.004782289021228895,20.613806903451724,1.0,0.04626672221450725,20.613806903451724,-0.05673598112273683,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,False,0.03,,,cvm_cramer_von_mises,asymptotic,,0.05,2000,1999,1,0,0.0670335167583792,0.005593358116749074,20.613806903451724,1.0,0.04626672221450725,20.613806903451724,-0.05673598112273683,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,False,0.03,,,cvm_cramer_von_mises,permutation,,0.05,2000,1999,1,0,0.05252626313156578,0.004989596721602033,20.613806903451724,1.0,0.04626672221450725,20.613806903451724,-0.05673598112273683,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,False,0.25,,,c1_lewis_robinson,asymptotic,,0.05,2000,2000,0,0,0.1415,0.007793514932301086,21.432,3.6995,0.14720569802837077,21.432,-0.07246096605814262,
size,A_iid_weibull,in_spec,20,0.75,False,0.25,,,c1_lewis_robinson,permutation,,0.05,2000,2000,0,0,0.045,0.004635461142108733,21.432,3.6995,0.14720569802837077,21.432,-0.07246096605814262,
size,A_iid_weibull,in_spec,20,0.75,False,0.25,,,c2_anderson_darling,asymptotic,,0.05,2000,1,0,0,0.0,0.0,21.432,3.6995,0.14720569802837077,21.432,-0.07246096605814262,
size,A_iid_weibull,in_spec,20,0.75,False,0.25,,,c2_anderson_darling,permutation,,0.05,2000,2000,0,0,0.0465,0.004708383480558906,21.432,3.6995,0.14720569802837077,21.432,-0.07246096605814262,
size,A_iid_weibull,in_spec,20,0.75,False,0.25,,,c5_rank_autocorr,permutation,studentized,0.05,2000,2000,0,0,0.051,0.004919298730510275,21.432,3.6995,0.14720569802837077,21.432,-0.07246096605814262,
size,A_iid_weibull,in_spec,20,0.75,False,0.25,,,c5_rank_autocorr,permutation,unstudentized,0.05,2000,2000,0,0,0.0425,0.0045107510461119445,21.432,3.6995,0.14720569802837077,21.432,-0.07246096605814262,
size,A_iid_weibull,in_spec,20,0.75,False,0.25,,,c6_exchangeability,permutation,,0.05,2000,2000,0,0,0.0435,0.004561126505590478,21.432,3.6995,0.14720569802837077,21.432,-0.07246096605814262,
size,A_iid_weibull,in_spec,20,0.75,False,0.25,,,cvm_cramer_von_mises,asymptotic,,0.05,2000,1,0,0,0.0,0.0,21.432,3.6995,0.14720569802837077,21.432,-0.07246096605814262,
size,A_iid_weibull,in_spec,20,0.75,False,0.25,,,cvm_cramer_von_mises,permutation,,0.05,2000,2000,0,0,0.0495,0.004850244839180801,21.432,3.6995,0.14720569802837077,21.432,-0.07246096605814262,
size,A_iid_weibull,in_spec,20,0.75,True,0.0,,,c1_lewis_robinson,asymptotic,,0.05,2000,2000,0,0,0.069,0.005667406814408156,16.964,1.0,0.05566688933422401,6.583,-0.06920799597374912,
size,A_iid_weibull,in_spec,20,0.75,True,0.0,,,c1_lewis_robinson,permutation,,0.05,2000,2000,0,0,0.0395,0.00435544199823623,16.964,1.0,0.05566688933422401,6.583,-0.06920799597374912,
size,A_iid_weibull,in_spec,20,0.75,True,0.0,,,c2_anderson_darling,asymptotic,,0.05,2000,2000,0,0,0.065,0.005512485827646181,16.964,1.0,0.05566688933422401,6.583,-0.06920799597374912,
size,A_iid_weibull,in_spec,20,0.75,True,0.0,,,c2_anderson_darling,permutation,,0.05,2000,2000,0,0,0.037,0.0042208411483968455,16.964,1.0,0.05566688933422401,6.583,-0.06920799597374912,
size,A_iid_weibull,in_spec,20,0.75,True,0.0,,,c5_rank_autocorr,permutation,studentized,0.05,2000,2000,0,0,0.038,0.004275277768753745,16.964,1.0,0.05566688933422401,6.583,-0.06920799597374912,
size,A_iid_weibull,in_spec,20,0.75,True,0.0,,,c5_rank_autocorr,permutation,unstudentized,0.05,2000,2000,0,0,0.0415,0.004459694496263169,16.964,1.0,0.05566688933422401,6.583,-0.06920799597374912,
size,A_iid_weibull,in_spec,20,0.75,True,0.0,,,c6_exchangeability,permutation,,0.05,2000,2000,0,0,0.0455,0.004659922209651144,16.964,1.0,0.05566688933422401,6.583,-0.06920799597374912,
size,A_iid_weibull,in_spec,20,0.75,True,0.0,,,cvm_cramer_von_mises,asymptotic,,0.05,2000,2000,0,0,0.067,0.005590661857061291,16.964,1.0,0.05566688933422401,6.583,-0.06920799597374912,
size,A_iid_weibull,in_spec,20,0.75,True,0.0,,,cvm_cramer_von_mises,permutation,,0.05,2000,2000,0,0,0.0375,0.004248161366991607,16.964,1.0,0.05566688933422401,6.583,-0.06920799597374912,
size,A_iid_weibull,in_spec,20,0.75,True,0.03,,,c1_lewis_robinson,asymptotic,,0.05,2000,1999,1,0,0.06803401700850426,0.005631922766348848,17.315157578789396,1.0,0.054599584835573034,6.6108054027013505,-0.05870992889906604,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,True,0.03,,,c1_lewis_robinson,permutation,,0.05,2000,1999,1,0,0.04052026013006503,0.0044100916973366785,17.315157578789396,1.0,0.054599584835573034,6.6108054027013505,-0.05870992889906604,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,True,0.03,,,c2_anderson_darling,asymptotic,,0.05,2000,1999,1,0,0.06653326663331666,0.005573942047346915,17.315157578789396,1.0,0.054599584835573034,6.6108054027013505,-0.05870992889906604,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,True,0.03,,,c2_anderson_darling,permutation,,0.05,2000,1999,1,0,0.04252126063031516,0.004512957445491193,17.315157578789396,1.0,0.054599584835573034,6.6108054027013505,-0.05870992889906604,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,True,0.03,,,c5_rank_autocorr,permutation,studentized,0.05,2000,1999,1,0,0.04452226113056528,0.004613096034628574,17.315157578789396,1.0,0.054599584835573034,6.6108054027013505,-0.05870992889906604,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,True,0.03,,,c5_rank_autocorr,permutation,unstudentized,0.05,2000,1999,1,0,0.03551775887943972,0.004139648800068045,17.315157578789396,1.0,0.054599584835573034,6.6108054027013505,-0.05870992889906604,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,True,0.03,,,c6_exchangeability,permutation,,0.05,2000,1999,1,0,0.04202101050525263,0.004487503920488899,17.315157578789396,1.0,0.054599584835573034,6.6108054027013505,-0.05870992889906604,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,True,0.03,,,cvm_cramer_von_mises,asymptotic,,0.05,2000,1999,1,0,0.06253126563281641,0.00541527615487004,17.315157578789396,1.0,0.054599584835573034,6.6108054027013505,-0.05870992889906604,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,True,0.03,,,cvm_cramer_von_mises,permutation,,0.05,2000,1999,1,0,0.0415207603801901,0.004461877137776966,17.315157578789396,1.0,0.054599584835573034,6.6108054027013505,-0.05870992889906604,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,A_iid_weibull,in_spec,20,0.75,True,0.25,,,c1_lewis_robinson,asymptotic,,0.05,2000,1862,138,0,0.1761546723952739,0.008828361063647826,17.566595059076263,3.6482277121374866,0.1719659764062579,5.788936627282492,-0.09078813225624564,"ValueError: gamma_hat is zero: every gap is identical, so the statistic it scales is undefined. A fully quantised duration vector (every window one read long) r"
size,A_iid_weibull,in_spec,20,0.75,True,0.25,,,c1_lewis_robinson,permutation,,0.05,2000,1862,138,0,0.05800214822771214,0.005416979066472058,17.566595059076263,3.6482277121374866,0.1719659764062579,5.788936627282492,-0.09078813225624564,"ValueError: gamma_hat is zero: every gap is identical, so the statistic it scales is undefined. A fully quantised duration vector (every window one read long) r"
size,A_iid_weibull,in_spec,20,0.75,True,0.25,,,c2_anderson_darling,asymptotic,,0.05,2000,5,138,0,0.4,0.21908902300206645,17.566595059076263,3.6482277121374866,0.1719659764062579,5.788936627282492,-0.09078813225624564,"ValueError: gamma_hat is zero: every gap is identical, so the statistic it scales is undefined. A fully quantised duration vector (every window one read long) r"
size,A_iid_weibull,in_spec,20,0.75,True,0.25,,,c2_anderson_darling,permutation,,0.05,2000,1862,138,0,0.04618689581095596,0.004864085400262208,17.566595059076263,3.6482277121374866,0.1719659764062579,5.788936627282492,-0.09078813225624564,"ValueError: gamma_hat is zero: every gap is identical, so the statistic it scales is undefined. A fully quantised duration vector (every window one read long) r"
size,A_iid_weibull,in_spec,20,0.75,True,0.25,,,c5_rank_autocorr,permutation,studentized,0.05,2000,1862,138,0,0.050483351235230935,0.005073825679551103,17.566595059076263,3.6482277121374866,0.1719659764062579,5.788936627282492,-0.09078813225624564,"ValueError: gamma_hat is zero: every gap is identical, so the statistic it scales is undefined. A fully quantised duration vector (every window one read long) r"
size,A_iid_weibull,in_spec,20,0.75,True,0.25,,,c5_rank_autocorr,permutation,unstudentized,0.05,2000,1862,138,0,0.04457572502685284,0.0047825278228751916,17.566595059076263,3.6482277121374866,0.1719659764062579,5.788936627282492,-0.09078813225624564,"ValueError: gamma_hat is zero: every gap is identical, so the statistic it scales is undefined. A fully quantised duration vector (every window one read long) r"
size,A_iid_weibull,in_spec,20,0.75,True,0.25,,,c6_exchangeability,permutation,,0.05,2000,1862,138,0,0.04887218045112782,0.0049964375294346015,17.566595059076263,3.6482277121374866,0.1719659764062579,5.788936627282492,-0.09078813225624564,"ValueError: gamma_hat is zero: every gap is identical, so the statistic it scales is undefined. A fully quantised duration vector (every window one read long) r"
size,A_iid_weibull,in_spec,20,0.75,True,0.25,,,cvm_cramer_von_mises,asymptotic,,0.05,2000,5,138,0,0.4,0.21908902300206645,17.566595059076263,3.6482277121374866,0.1719659764062579,5.788936627282492,-0.09078813225624564,"ValueError: gamma_hat is zero: every gap is identical, so the statistic it scales is undefined. A fully quantised duration vector (every window one read long) r"
size,A_iid_weibull,in_spec,20,0.75,True,0.25,,,cvm_cramer_von_mises,permutation,,0.05,2000,1862,138,0,0.04457572502685284,0.0047825278228751916,17.566595059076263,3.6482277121374866,0.1719659764062579,5.788936627282492,-0.09078813225624564,"ValueError: gamma_hat is zero: every gap is identical, so the statistic it scales is undefined. A fully quantised duration vector (every window one read long) r"
size,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.0,c1_lewis_robinson,asymptotic,,0.05,2000,1999,1,0,0.07803901950975488,0.005999371775670086,20.792896448224113,1.0,0.0458865117987329,20.792896448224113,-0.051915469308342024,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.0,c1_lewis_robinson,permutation,,0.05,2000,1999,1,0,0.058029014507253625,0.005229196519486047,20.792896448224113,1.0,0.0458865117987329,20.792896448224113,-0.051915469308342024,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.0,c2_anderson_darling,asymptotic,,0.05,2000,1999,1,0,0.07703851925962982,0.005964023616133963,20.792896448224113,1.0,0.0458865117987329,20.792896448224113,-0.051915469308342024,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.0,c2_anderson_darling,permutation,,0.05,2000,1999,1,0,0.05552776388194097,0.005122043862245771,20.792896448224113,1.0,0.0458865117987329,20.792896448224113,-0.051915469308342024,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.0,c5_rank_autocorr,permutation,studentized,0.05,2000,1999,1,0,0.04302151075537769,0.004538240628024282,20.792896448224113,1.0,0.0458865117987329,20.792896448224113,-0.051915469308342024,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.0,c5_rank_autocorr,permutation,unstudentized,0.05,2000,1999,1,0,0.04652326163081541,0.004710681387930238,20.792896448224113,1.0,0.0458865117987329,20.792896448224113,-0.051915469308342024,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.0,c6_exchangeability,permutation,,0.05,2000,1999,1,0,0.05052526263131566,0.004898798765855798,20.792896448224113,1.0,0.0458865117987329,20.792896448224113,-0.051915469308342024,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.0,cvm_cramer_von_mises,asymptotic,,0.05,2000,1999,1,0,0.07253626813406704,0.0058012245321708775,20.792896448224113,1.0,0.0458865117987329,20.792896448224113,-0.051915469308342024,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.0,cvm_cramer_von_mises,permutation,,0.05,2000,1999,1,0,0.057028514257128564,0.005186673519750088,20.792896448224113,1.0,0.0458865117987329,20.792896448224113,-0.051915469308342024,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
size,D_trp_power_law,in_spec,20,0.75,False,0.03,,1.0,c1_lewis_robinson,asymptotic,,0.05,2000,2000,0,0,0.073,0.005816829033072916,20.322,1.0,0.046899915580151955,20.322,-0.05502338333505159,
size,D_trp_power_law,in_spec,20,0.75,False,0.03,,1.0,c1_lewis_robinson,permutation,,0.05,2000,2000,0,0,0.0575,0.005205465877325487,20.322,1.0,0.046899915580151955,20.322,-0.05502338333505159,
size,D_trp_power_law,in_spec,20,0.75,False,0.03,,1.0,c2_anderson_darling,asymptotic,,0.05,2000,2000,0,0,0.0755,0.005907611615534657,20.322,1.0,0.046899915580151955,20.322,-0.05502338333505159,
size,D_trp_power_law,in_spec,20,0.75,False,0.03,,1.0,c2_anderson_darling,permutation,,0.05,2000,2000,0,0,0.0555,0.005119558086397693,20.322,1.0,0.046899915580151955,20.322,-0.05502338333505159,
size,D_trp_power_law,in_spec,20,0.75,False,0.03,,1.0,c5_rank_autocorr,permutation,studentized,0.05,2000,2000,0,0,0.0435,0.004561126505590478,20.322,1.0,0.046899915580151955,20.322,-0.05502338333505159,
size,D_trp_power_law,in_spec,20,0.75,False,0.03,,1.0,c5_rank_autocorr,permutation,unstudentized,0.05,2000,2000,0,0,0.0395,0.00435544199823623,20.322,1.0,0.046899915580151955,20.322,-0.05502338333505159,
size,D_trp_power_law,in_spec,20,0.75,False,0.03,,1.0,c6_exchangeability,permutation,,0.05,2000,2000,0,0,0.0405,0.004407933189148856,20.322,1.0,0.046899915580151955,20.322,-0.05502338333505159,
size,D_trp_power_law,in_spec,20,0.75,False,0.03,,1.0,cvm_cramer_von_mises,asymptotic,,0.05,2000,2000,0,0,0.0685,0.0056483515294287415,20.322,1.0,0.046899915580151955,20.322,-0.05502338333505159,
size,D_trp_power_law,in_spec,20,0.75,False,0.03,,1.0,cvm_cramer_von_mises,permutation,,0.05,2000,2000,0,0,0.0545,0.005075911248239078,20.322,1.0,0.046899915580151955,20.322,-0.05502338333505159,
size,D_trp_power_law,in_spec,20,0.75,False,0.25,,1.0,c1_lewis_robinson,asymptotic,,0.05,2000,2000,0,0,0.14,0.00775886589650833,21.3945,3.6965,0.14732374158064643,21.3945,-0.07867974454643732,
size,D_trp_power_law,in_spec,20,0.75,False,0.25,,1.0,c1_lewis_robinson,permutation,,0.05,2000,2000,0,0,0.049,0.0048269555622566076,21.3945,3.6965,0.14732374158064643,21.3945,-0.07867974454643732,
size,D_trp_power_law,in_spec,20,0.75,False,0.25,,1.0,c2_anderson_darling,asymptotic,,0.05,2000,1,0,0,0.0,0.0,21.3945,3.6965,0.14732374158064643,21.3945,-0.07867974454643732,
size,D_trp_power_law,in_spec,20,0.75,False,0.25,,1.0,c2_anderson_darling,permutation,,0.05,2000,2000,0,0,0.047,0.00473238840333293,21.3945,3.6965,0.14732374158064643,21.3945,-0.07867974454643732,
size,D_trp_power_law,in_spec,20,0.75,False,0.25,,1.0,c5_rank_autocorr,permutation,studentized,0.05,2000,2000,0,0,0.051,0.004919298730510275,21.3945,3.6965,0.14732374158064643,21.3945,-0.07867974454643732,
size,D_trp_power_law,in_spec,20,0.75,False,0.25,,1.0,c5_rank_autocorr,permutation,unstudentized,0.05,2000,2000,0,0,0.052,0.004964675215963275,21.3945,3.6965,0.14732374158064643,21.3945,-0.07867974454643732,
size,D_trp_power_law,in_spec,20,0.75,False,0.25,,1.0,c6_exchangeability,permutation,,0.05,2000,2000,0,0,0.055,0.005097793640389928,21.3945,3.6965,0.14732374158064643,21.3945,-0.07867974454643732,
size,D_trp_power_law,in_spec,20,0.75,False,0.25,,1.0,cvm_cramer_von_mises,asymptotic,,0.05,2000,1,0,0,0.0,0.0,21.3945,3.6965,0.14732374158064643,21.3945,-0.07867974454643732,
size,D_trp_power_law,in_spec,20,0.75,False,0.25,,1.0,cvm_cramer_von_mises,permutation,,0.05,2000,2000,0,0,0.0505,0.00489641450451246,21.3945,3.6965,0.14732374158064643,21.3945,-0.07867974454643732,
size,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.0,,c1_lewis_robinson,asymptotic,,0.05,2000,2000,0,0,0.063,0.005432816948876522,20.696,1.0,0.04609144542772861,20.696,-0.052349565775970455,
size,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.0,,c1_lewis_robinson,permutation,,0.05,2000,2000,0,0,0.0455,0.004659922209651144,20.696,1.0,0.04609144542772861,20.696,-0.052349565775970455,
size,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.0,,c2_anderson_darling,asymptotic,,0.05,2000,2000,0,0,0.068,0.005629209535982827,20.696,1.0,0.04609144542772861,20.696,-0.052349565775970455,
size,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.0,,c2_anderson_darling,permutation,,0.05,2000,2000,0,0,0.0455,0.004659922209651144,20.696,1.0,0.04609144542772861,20.696,-0.052349565775970455,
size,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.0,,c5_rank_autocorr,permutation,studentized,0.05,2000,2000,0,0,0.0505,0.00489641450451246,20.696,1.0,0.04609144542772861,20.696,-0.052349565775970455,
size,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.0,,c5_rank_autocorr,permutation,unstudentized,0.05,2000,2000,0,0,0.0515,0.004942051699446294,20.696,1.0,0.04609144542772861,20.696,-0.052349565775970455,
size,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.0,,c6_exchangeability,permutation,,0.05,2000,2000,0,0,0.044,0.0045860658521220555,20.696,1.0,0.04609144542772861,20.696,-0.052349565775970455,
size,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.0,,cvm_cramer_von_mises,asymptotic,,0.05,2000,2000,0,0,0.058,0.0052266624149642565,20.696,1.0,0.04609144542772861,20.696,-0.052349565775970455,
size,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.0,,cvm_cramer_von_mises,permutation,,0.05,2000,2000,0,0,0.047,0.00473238840333293,20.696,1.0,0.04609144542772861,20.696,-0.052349565775970455,
size,A_iid_weibull,in_spec,20,1.5,False,0.0,,,c1_lewis_robinson,asymptotic,,0.05,2000,2000,0,0,0.074,0.005853375094763704,19.7855,1.0,0.048110461619879245,19.7855,-0.05589123120459613,
size,A_iid_weibull,in_spec,20,1.5,False,0.0,,,c1_lewis_robinson,permutation,,0.05,2000,2000,0,0,0.0625,0.005412658773652742,19.7855,1.0,0.048110461619879245,19.7855,-0.05589123120459613,
size,A_iid_weibull,in_spec,20,1.5,False,0.0,,,c2_anderson_darling,asymptotic,,0.05,2000,2000,0,0,0.0865,0.006285608562422576,19.7855,1.0,0.048110461619879245,19.7855,-0.05589123120459613,
size,A_iid_weibull,in_spec,20,1.5,False,0.0,,,c2_anderson_darling,permutation,,0.05,2000,2000,0,0,0.0625,0.005412658773652742,19.7855,1.0,0.048110461619879245,19.7855,-0.05589123120459613,
size,A_iid_weibull,in_spec,20,1.5,False,0.0,,,c5_rank_autocorr,permutation,studentized,0.05,2000,2000,0,0,0.0475,0.004756245893559331,19.7855,1.0,0.048110461619879245,19.7855,-0.05589123120459613,
size,A_iid_weibull,in_spec,20,1.5,False,0.0,,,c5_rank_autocorr,permutation,unstudentized,0.05,2000,2000,0,0,0.0525,0.004987171041783107,19.7855,1.0,0.048110461619879245,19.7855,-0.05589123120459613,
size,A_iid_weibull,in_spec,20,1.5,False,0.0,,,c6_exchangeability,permutation,,0.05,2000,2000,0,0,0.0535,0.005031786462082826,19.7855,1.0,0.048110461619879245,19.7855,-0.05589123120459613,
size,A_iid_weibull,in_spec,20,1.5,False,0.0,,,cvm_cramer_von_mises,asymptotic,,0.05,2000,2000,0,0,0.077,0.0059611659933271445,19.7855,1.0,0.048110461619879245,19.7855,-0.05589123120459613,
size,A_iid_weibull,in_spec,20,1.5,False,0.0,,,cvm_cramer_von_mises,permutation,,0.05,2000,2000,0,0,0.061,0.005351588549206675,19.7855,1.0,0.048110461619879245,19.7855,-0.05589123120459613,
size,A_iid_weibull,in_spec,20,1.5,False,0.03,,,c1_lewis_robinson,asymptotic,,0.05,2000,2000,0,0,0.06,0.0053103672189407005,19.6525,1.0,0.0484202881007142,19.6525,-0.05955375578831944,
size,A_iid_weibull,in_spec,20,1.5,False,0.03,,,c1_lewis_robinson,permutation,,0.05,2000,2000,0,0,0.0455,0.004659922209651144,19.6525,1.0,0.0484202881007142,19.6525,-0.05955375578831944,
size,A_iid_weibull,in_spec,20,1.5,False,0.03,,,c2_anderson_darling,asymptotic,,0.05,2000,2000,0,0,0.069,0.005667406814408156,19.6525,1.0,0.0484202881007142,19.6525,-0.05955375578831944,
size,A_iid_weibull,in_spec,20,1.5,False,0.03,,,c2_anderson_darling,permutation,,0.05,2000,2000,0,0,0.048,0.0047799581588126895,19.6525,1.0,0.0484202881007142,19.6525,-0.05955375578831944,
